delay
2,1678762534097
1,1678762534096
1,1678762534096
5,1678762534100
2,1678762534097
1,1678762534096
1,1678762534096
14,1678762534109
1,1678762534096
8,1678762534103
5,1678762534100
859,1678762534954
1237,1678762535088
11,1678762534106
3,1678762534098
10,1678762534105
1,1678762534096
1,1678762534096
1,1678762534096
2,1678762534097
2,1678762534097
1,1678762534096
1,1678762534096
1,1678762534096
7,1678762534102
2,1678762534097
1,1678762534096
22,1678762534117
1,1678762534096
2,1678762534097
9,1678762534104
1,1678762534096
9,1678762534104
1,1678762534096
3,1678762534098
1,1678762534096
1,1678762534096
37,1678762534132
15,1678762534110
1,1678762534096
1,1678762534096
2,1678762534097
1,1678762534096
1,1678762534096
2,1678762534097
34,1678762534129
2,1678762534097
1,1678762534096
88,1678762534183
1,1678762534096
7,1678762534102
1,1678762534096
22,1678762534117
2,1678762534097
2,1678762534097
16,1678762534111
18,1678762534113
60,1678762534155
16,1678762534111
1,1678762534096
1,1678762534096
1,1678762534096
1,1678762534096
1,1678762534096
2,1678762534097
2,1678762534097
1,1678762534096
3,1678762534098
92,1678762534187
75,1678762534170
98,1678762534193
9,1678762534104
1,1678762534096
2,1678762534097
4,1678762534099
16,1678762534111
35,1678762534130
3,1678762534098
5,1678762534100
2,1678762534097
1,1678762534096
1,1678762534096
1,1678762534096
1,1678762534096
1,1678762534096
1,1678762534096
13,1678762534108
3658,1678762535038
1,1678762534096
13,1678762534108
1,1678762534096
1,1678762534096
182,1678762534277
1,1678762534096
1,1678762534096
9,1678762534104
4,1678762534099
10,1678762534105
1,1678762534096
24,1678762534119
2,1678762534097
1,1678762534096
2,1678762534097
2,1678762534097
29,1678762534124
4,1678762534099
1,1678762534096
34,1678762534129
1,1678762534096
36,1678762534131
1,1678762534096
22,1678762534117
798,1678762534893
5,1678762534100
1,1678762534096
12,1678762534107
4,1678762534099
3,1678762534098
1,1678762534096
1,1678762534096
7,1678762534102
1,1678762534096
19,1678762534114
1,1678762534096
1,1678762534096
1,1678762534096
1,1678762534096
3,1678762534098
1,1678762534096
3,1678762534098
1,1678762534096
1,1678762534096
1540,1678762535013
15,1678762534110
5,1678762534100
1,1678762534096
3,1678762534098
4,1678762534099
1,1678762534096
4,1678762534099
1,1678762534096
21,1678762534116
2,1678762534097
1,1678762534096
11,1678762534106
13,1678762534108
1,1678762534096
210,1678762534305
1,1678762534096
1,1678762534096
1,1678762534096
20,1678762534115
1,1678762534096
1,1678762534096
2,1678762534097
1,1678762534096
1,1678762534096
13,1678762534108
6,1678762534101
1,1678762534096
2,1678762534097
2,1678762534097
117,1678762534212
7,1678762534102
9,1678762534104
12966,1678762535030
4,1678762534099
13,1678762534108
171,1678762534266
1,1678762534096
39,1678762534134
1,1678762534096
1,1678762534096
1,1678762534096
4,1678762534099
1,1678762534096
1,1678762534096
10,1678762534105
1,1678762534096
766,1678762534861
19,1678762534114
1,1678762534096
1,1678762534096
1,1678762534096
7,1678762534102
7,1678762534102
59,1678762534154
324,1678762534419
2,1678762534097
17,1678762534112
6,1678762534101
4,1678762534099
6,1678762534101
1,1678762534096
18,1678762534113
1,1678762534096
3,1678762534098
2,1678762534097
1,1678762534096
159,1678762534254
22,1678762534117
17,1678762534112
1,1678762534096
1,1678762534096
8,1678762534103
3,1678762534098
3,1678762534098
1,1678762534096
2,1678762534097
2,1678762534097
1,1678762534096
1,1678762534096
4,1678762534099
1,1678762534096
1,1678762534096
8,1678762534103
1,1678762534096
9,1678762534104
1,1678762534096
1,1678762534096
1,1678762534096
1,1678762534096
16,1678762534111
1,1678762534096
1,1678762534096
3,1678762534098
1,1678762534096
3,1678762534098
1,1678762534096
3,1678762534098
4,1678762534099
1,1678762534096
1,1678762534096
2,1678762534097
4,1678762534099
3,1678762534098
2,1678762534097
1,1678762534096
10,1678762534105
6,1678762534101
1,1678762534096
1,1678762534096
4,1678762534099
1,1678762534096
1,1678762534096
1,1678762534096
4,1678762534099
8,1678762534103
1,1678762534096
771,1678762534866
7,1678762534102
13,1678762534108
13,1678762534108
1,1678762534096
16,1678762534111
2,1678762534097
2,1678762534097
1,1678762534096
19,1678762534114
8,1678762534103
1,1678762534096
3,1678762534098
9,1678762534104
13,1678762534108
2,1678762534097
3762,1678762535019
2,1678762534097
1,1678762534096
3,1678762534098
2,1678762534097
16,1678762534111
1,1678762534096
2,1678762534097
1,1678762534096
102,1678762534197
3,1678762534098
1,1678762534096
2,1678762534097
1,1678762534096
1,1678762534096
2,1678762534097
1,1678762534096
21,1678762534116
23,1678762534118
1047,1678762534998
4,1678762534099
1,1678762534096
11,1678762534106
1,1678762534096
2,1678762534097
3,1678762534098
